	Word	PoS	FrSp		LL	FrWr
	author	NoC	5	-	591.0	48
	flow	NoC	17	-	252.4	48
	Roman	Adj	9	-	463.3	48
	republic	NoC	6	-	569.3	48
	consequences	NoC	14	-	309.4	48
	unknown	Adj	5	-	592.1	48
	married	Verb	45	-	1.6	48
	inflation	NoC	21	-	175.1	48
	trip	NoC	24	-	140.3	48
	let's	Verb	401	+	8097.9	48
	BBC	NoP	0	-	889.2	48
	inner	Adj	20	-	190.9	48
	in relation to	Prep	36	-	30.1	48
	subsequent	Adj	5	-	597.8	48
	pool	NoC	23	-	149.3	47
	worst	Adj	30	-	70.1	47
	factory	NoC	34	-	38.5	47
	sharp	Adj	16	-	275.1	47
	meeting	Verb	36	-	27.6	47
	consumer	NoC	12	-	375.6	47
	African	Adj	8	-	486.3	47
	valley	NoC	11	-	400.0	47
	depends	Verb	70	+	89.3	47
	planned	Verb	16	-	269.7	47
	bear	Verb	32	-	49.5	47
	thick	Adj	37	-	22.9	47
	societies	NoC	13	-	340.5	47
	unique	Adj	11	-	398.2	47
	cities	NoC	13	-	340.3	47
	declared	Verb	6	-	552.7	47
	recognised	Verb	6	-	567.7	47
	flat	NoC	46	-	0.2	47
	amongst	Prep	31	-	63.5	47
	contracts	NoC	21	-	180.8	47
	run	NoC	44	-	1.6	47
	gallery	NoC	7	-	524.9	47
	interpretation	NoC	11	-	388.4	47
	indicated	Verb	13	-	335.8	47
	sample	NoC	17	-	251.0	47
	sport	NoC	28	-	89.4	47
	nation	NoC	15	-	285.2	47
	noise	NoC	41	-	6.6	47
	visited	Verb	8	-	494.2	47
	kill	Verb	34	-	35.8	47
	Unix	NoP	2	-	760.2	47
	display	NoC	14	-	317.1	47
	desk	NoC	29	-	72.5	47
	iron	NoC	33	-	44.5	47
	assistance	NoC	13	-	323.0	47
	surprised	Adj	48	+	0.3	47
	assets	NoC	12	-	349.7	47
	Northern	NoP-	12	-	356.9	47
	parliamentary	Adj	13	-	321.9	47
	setting	Verb	25	-	114.3	47
	religion	NoC	20	-	187.5	47
	living	NoC	35	-	33.4	47
	general	NoC	7	-	514.4	47
	pick	Verb	171	+	1690.7	47
	wonderful	Adj	66	+	66.7	47
	industries	NoC	13	-	321.3	47
	beat	Verb	32	-	48.1	47
	allowing	Verb	11	-	384.1	47
	named	Verb	16	-	259.4	47
	begun	Verb	5	-	578.9	47
	P / p	Lett	359	+	6865.2	47
	proceedings	NoC	7	-	512.7	47
	fast	Adv	20	-	178.1	47
	ill	Adj	41	-	6.1	47
	tears	NoC	7	-	516.0	47
	Bill	NoP	49	+	0.9	47
	secondary	Adj	16	-	250.1	47
	directors	NoC	16	-	260.0	47
	J.	NoP	0	-	914.3	47
	brown	Adj	31	-	58.3	47
	originally	Adv	31	-	58.3	47
	Anne	NoP	20	-	176.7	47
	negative	Adj	36	-	23.3	46
	hell	NoC	118	+	680.5	46
	doctors	NoC	34	-	32.5	46
	Russia	NoP	16	-	265.0	46
	somehow	Adv	31	-	51.2	46
	agent	NoC	19	-	203.1	46
	accommodation	NoC	22	-	149.6	46
	involving	Verb	10	-	411.9	46
	starting	Verb	57	+	21.3	46
	falling	Verb	26	-	102.9	46
	crowd	NoC	15	-	264.2	46
	unions	NoC	36	-	21.0	46
	sequence	NoC	8	-	458.5	46
	drink	NoC	70	+	98.9	46
	documents	NoC	22	-	144.8	46
	shoulders	NoC	11	-	358.2	46
	offices	NoC	23	-	137.7	46
	vision	NoC	11	-	376.5	46
	milk	NoC	63	+	53.7	46
	temperature	NoC	25	-	111.4	46
	60	Num	1	-	799.7	46
	place	Verb	19	-	202.2	46
	afterwards	Adv	45	-	0.1	46
	session	NoC	30	-	62.5	46
	perfectly	Adv	33	-	37.0	46
	rarely	Adv	9	-	431.5	46
	colours	NoC	34	-	32.7	46
	aspect	NoC	24	-	117.5	46
	unfortunately	Adv	53	+	11.5	46
	virtually	Adv	29	-	67.0	46
	hole	NoC	44	-	0.3	46
	naturally	Adv	17	-	227.4	46
	objectives	NoC	25	-	109.8	46
	pleased	Adj	55	+	16.9	46
	angry	Adj	14	-	288.0	46
	close	Adv	9	-	429.2	45
	appointment	NoC	38	-	11.6	45
	pages	NoC	34	-	27.9	45
	badly	Adv	26	-	97.9	45
	tone	NoC	11	-	367.5	45
	regions	NoC	15	-	267.1	45
	representatives	NoC	18	-	202.7	45
	departments	NoC	17	-	227.1	45
	enterprise	NoC	15	-	264.3	45
	significantly	Adv	12	-	339.5	45
	struck	Verb	14	-	293.9	45
	beauty	NoC	17	-	218.8	45
	lie	Verb	23	-	126.4	45
	offering	Verb	15	-	263.2	45
	stuff	NoC	274	+	4430.3	45
	walking	Verb	74	+	138.5	45
	describe	Verb	25	-	104.6	45
	assumed	Verb	10	-	389.1	45
	sports	NoC	29	-	60.9	45
	distinction	NoC	9	-	420.9	45
	grown	Verb	24	-	112.0	45
	provisions	NoC	10	-	387.7	45
	involvement	NoC	15	-	269.4	45
	Andrew	NoP	42	-	1.7	45
	containing	Verb	4	-	616.2	45
	massive	Adj	32	-	36.5	45
	pretty	Adv	108	+	559.5	45
	plenty	Pron	57	+	25.7	45
	reader	NoC	5	-	557.7	45
	easier	Adj	65	+	69.3	45
	extensive	Adj	6	-	531.9	45
	Christ	NoP	65	+	74.0	45
	quietly	Adv	12	-	323.7	45
	decline	NoC	7	-	496.9	45
	long-term	Adj	8	-	448.2	45
	Glasgow	NoP	17	-	210.0	45
	manufacturing	NoC	15	-	247.4	45
	other than	Prep	27	-	76.4	45
	broken	Verb	26	-	90.9	45
	supposed	Adj	133	+	1004.9	45
	improvement	NoC	17	-	209.0	45
	cancer	NoC	19	-	186.9	45
	ship	NoC	28	-	68.7	45
	involves	Verb	11	-	362.7	45
	Joe	NoP	31	-	41.4	45
	lights	NoC	57	+	28.1	45
	and so on	Adv	84	+	251.0	45
	argue	Verb	26	-	86.6	45
	29	Num	0	-	831.7	45
	regulations	NoC	21	-	141.2	45
	communities	NoC	14	-	280.7	45
	involve	Verb	19	-	179.2	45
	at first	Adv	14	-	269.5	45
	soil	NoC	10	-	385.7	45
	pollution	NoC	13	-	309.3	45
	fall	NoC	11	-	346.6	45
	remaining	Adj	7	-	473.9	45
	democracy	NoC	22	-	134.9	45
	allows	Verb	13	-	288.2	45
	artists	NoC	6	-	525.2	45
	nations	NoC	15	-	249.4	44
	alive	Adj	26	-	90.2	44
	interview	NoC	29	-	59.4	44
	dogs	NoC	38	-	8.3	44
	as soon as	Conj	51	+	9.4	44
	V / v	Lett	102	+	486.2	44
	towns	NoC	13	-	302.9	44
	breakfast	NoC	37	-	13.5	44
	Friday	NoP	150	+	1357.8	44
	Brian	NoP	50	+	5.6	44
	invited	Verb	22	-	130.4	44
	thinking	NoC	28	-	64.1	44
	heavily	Adv	10	-	362.1	44
	Graham	NoP	23	-	113.4	44
	indicate	Verb	17	-	215.5	44
	contact	Verb	20	-	152.5	44
	gently	Adv	8	-	441.6	44
	E / e	Lett	263	+	4180.2	44
	shock	NoC	21	-	142.6	44
	principal	Adj	4	-	578.7	44
	employers	NoC	27	-	74.6	44
	stayed	Verb	38	-	8.9	44
	artist	NoC	10	-	379.0	44
	nose	NoC	36	-	15.4	44
	stages	NoC	14	-	277.7	44
	Co/CO	NoC	3	-	669.9	44
	used	Adj	50	+	7.6	44
	guilty	Adj	27	-	69.8	44
	formation	NoC	4	-	602.8	44
	acting	Verb	17	-	207.4	44
	absolutely	Adv	183	+	2104.8	44
	identity	NoC	6	-	508.4	44
	net	Adj	16	-	232.9	44
	unlike	Prep	6	-	519.9	44
	firmly	Adv	7	-	481.4	44
	impression	NoC	28	-	61.1	44
	vehicle	NoC	28	-	63.6	44
	statements	NoC	20	-	161.8	44
	warned	Verb	7	-	458.4	44
	cross	NoC	36	-	14.4	44
	communist	Adj	22	-	130.3	44
	motor	NoC	25	-	90.8	44
	properties	NoC	18	-	191.0	44
	lies	Verb	9	-	390.8	44
	candidates	NoC	9	-	387.5	44
	Monday	NoP	130	+	982.9	44
	spokesman	NoC	5	-	538.7	44
	Italian	Adj	10	-	360.4	44
	in general	Adv	24	-	105.6	44
	limited	Verb	9	-	394.0	44
	ref	NoC	1	-	740.3	44
	establishment	NoC	9	-	399.8	44
	touch	NoC	19	-	161.7	44
	fuel	NoC	20	-	155.5	44
	passage	NoC	11	-	347.5	44
	Simon	NoP	36	-	12.4	44
	dress	NoC	25	-	90.4	43
	fit	Verb	56	+	30.1	43
	late	Adv	23	-	113.1	43
	unusual	Adj	22	-	125.3	43
	square	NoC	32	-	28.7	43
	waited	Verb	8	-	427.9	43
	periods	NoC	11	-	321.9	43
	proposal	NoC	33	-	23.0	43
	diet	NoC	18	-	184.9	43
	except	Conj	22	-	118.7	43
	enormous	Adj	32	-	31.8	43
	studied	Verb	6	-	496.0	43
	performed	Verb	6	-	473.4	43
	persons	NoC	12	-	297.9	43
	continues	Verb	9	-	382.1	43
	linked	Verb	13	-	269.8	43
	spot	NoC	24	-	101.2	43
	weapons	NoC	11	-	335.5	43
	lovely	Adj	231	+	3379.6	43
	extended	Verb	10	-	354.3	43
	pay	NoC	59	+	50.7	43
	conventional	Adj	6	-	470.6	43
	positions	NoC	9	-	397.6	43
	Major	NoP	25	-	87.1	43
	program	NoC	8	-	405.7	43
	seconds	NoC	30	-	39.8	43
	constitution	NoC	12	-	298.4	43
	operate	Verb	18	-	184.1	43
	relative	Adj	9	-	382.7	43
	selling	Verb	47	+	3.3	43
	thirty	Num	520	+	12743.0	43
	sudden	Adj	8	-	425.9	43
	border	NoC	13	-	272.1	43
	believes	Verb	11	-	326.8	43
	Steve	NoP	50	+	10.2	43
	candidate	NoC	12	-	296.3	43
	meal	NoC	42	-	0.3	43
	victim	NoC	10	-	347.0	43
	liability	NoC	8	-	416.9	43
	arranged	Verb	14	-	250.2	43
	ourselves	Pron	67	+	104.9	43
	Chinese	Adj	15	-	231.0	43
	less  than	Adv	15	-	234.8	43
	Mike	NoP	43	+	0.1	43
	revenue	NoC	25	-	82.7	43
	drive	Verb	57	+	42.7	43
	autumn	NoC	10	-	340.8	43
	lane	NoC	52	+	17.7	43
	framework	NoC	11	-	319.9	43
	concentration	NoC	10	-	335.1	42
	promised	Verb	14	-	256.5	42
	maintained	Verb	11	-	324.0	42
	Philip	NoP	15	-	229.4	42
	lake	NoC	10	-	339.7	42
	Wilson	NoP	16	-	215.9	42
	grass	NoC	33	-	20.1	42
	efficient	Adj	19	-	152.3	42
	editor	NoC	10	-	341.9	42
	terrible	Adj	85	+	292.3	42
	1980s	Num	0	-	832.6	42
	determine	Verb	11	-	322.8	42
	producing	Verb	19	-	147.1	42
	remove	Verb	14	-	244.1	42
	household	NoC	14	-	244.1	42
	stars	NoC	14	-	250.2	42
	fruit	NoC	32	-	27.4	42
	catch	Verb	45	+	1.2	42
	mountain	NoC	14	-	235.1	42
	present	NoC	34	-	16.9	42
	map	NoC	19	-	147.5	42
	expert	NoC	19	-	149.0	42
	roof	NoC	35	-	14.1	42
	assume	Verb	32	-	24.8	42
	video-taped	Adj	0	-	813.8	42
	warning	NoC	13	-	260.8	42
	location	NoC	24	-	82.2	42
	maintenance	NoC	22	-	113.0	42
	rejected	Verb	9	-	362.2	42
	partners	NoC	14	-	242.8	42
	calling	Verb	30	-	35.1	42
	emergency	NoC	19	-	147.1	42
	plate	NoC	30	-	38.8	42
	wealth	NoC	6	-	461.2	42
	pension	NoC	69	+	130.9	42
	occasionally	Adv	23	-	93.4	42
	reflected	Verb	8	-	408.3	42
	characters	NoC	12	-	282.4	42
	approved	Verb	15	-	224.8	42
	afford	Verb	75	+	191.5	42
	dramatic	Adj	11	-	321.3	42
	sum	NoC	33	-	17.9	42
	losses	NoC	8	-	382.1	42
	sick	Adj	62	+	79.4	42
	settled	Verb	14	-	234.8	42
	approval	NoC	17	-	181.1	42
	abroad	Adv	19	-	143.7	42
	Chris	NoP	70	+	149.5	42
	plastic	NoC	30	-	31.3	42
	golden	Adj	11	-	297.9	42
	theme	NoC	12	-	288.1	42
	link	NoC	22	-	101.9	42
	silent	Adj	6	-	462.0	42
	accused	Verb	10	-	325.6	42
	valuable	Adj	14	-	233.3	42
	emerged	Verb	4	-	546.2	42
	1978	Num	0	-	803.1	42
	agricultural	Adj	32	-	24.6	42
	federal	Adj	10	-	335.3	42
	lifted	Verb	9	-	357.5	42
	agriculture	NoC	14	-	231.5	42
	talked	Verb	68	+	125.9	42
	divided	Verb	27	-	55.4	41
	comfortable	Adj	25	-	70.7	41
	duties	NoC	13	-	256.1	41
	deputy	NoC	16	-	203.7	41
	runs	Verb	28	-	49.6	41
	recovery	NoC	10	-	335.5	41
	channel	NoC	28	-	49.4	41
	Jim	NoP	58	+	56.8	41
	ice	NoC	31	-	29.4	41
	regularly	Adv	16	-	197.6	41
	Brown	NoP	9	-	368.4	41
	silver	NoC	15	-	219.1	41
	teams	NoC	23	-	93.3	41
	advertising	NoC	36	-	7.3	41
	R / r	Lett	154	+	1556.0	41
	fight	Verb	29	-	40.9	41
	worry	Verb	94	+	440.3	41
	error	NoC	14	-	233.9	41
	reflect	Verb	13	-	263.4	41
	painting	NoC	13	-	258.8	41
	lifespan	NoC	1	-	715.2	41
	rail	NoC	26	-	56.9	41
	twelve	Num	278	+	4881.9	41
	odd	Adj	77	+	222.1	41
	focus	NoC	9	-	344.6	41
	premises	NoC	18	-	164.2	41
	request	NoC	13	-	242.8	41
	characteristics	NoC	9	-	358.2	41
	hundreds	NoC	31	-	26.7	41
	Indian	Adj	11	-	309.3	41
	loan	NoC	13	-	257.1	41
	trading	NoC	19	-	143.6	41
	bedroom	NoC	65	+	112.6	41
	mostly	Adv	27	-	55.0	41
	talk	NoC	40	-	0.3	41
	1977	Num	0	-	768.4	41
	publication	NoC	5	-	487.6	41
	deeply	Adv	7	-	400.9	41
	foundation	NoC	7	-	400.4	41
	decade	NoC	7	-	429.8	41
	Bob	NoP	37	-	3.0	41
	acquired	Verb	4	-	530.9	41
	arguments	NoC	19	-	140.7	41
	situations	NoC	22	-	100.6	41
	proposed	Adj	24	-	81.2	41
	writer	NoC	9	-	358.7	41
	sheet	NoC	53	+	33.1	41
	shortly	Adv	18	-	150.4	41
	demanded	Verb	3	-	576.5	41
	Jane	NoP	56	+	46.4	41
	yellow	Adj	48	+	12.2	41
	willing	Adj	27	-	47.6	41
	paying	Verb	95	+	473.2	41
	beach	NoC	15	-	196.9	41
	denied	Verb	6	-	436.7	41
	owners	NoC	11	-	279.6	41
	settlement	NoC	90	+	399.9	41
	that	Adv	150	+	1506.6	40
	initially	Adv	19	-	136.4	40
	reputation	NoC	10	-	315.4	40
	examine	Verb	7	-	393.8	40
	dependent	Adj	10	-	310.0	40
	temporary	Adj	20	-	115.7	40
	gained	Verb	8	-	389.9	40
	claims	Verb	7	-	402.9	40
	friendly	Adj	23	-	87.3	40
	working	NoC	21	-	106.6	40
	theories	NoC	4	-	510.3	40
	strike	NoC	30	-	27.3	40
	cope	Verb	38	-	1.1	40
	Yorkshire	NoP	74	+	208.2	40
	height	NoC	16	-	174.4	40
	offence	NoC	10	-	307.5	40
	occasions	NoC	26	-	55.6	40
	funding	NoC	33	-	11.6	40
	struggle	NoC	13	-	247.8	40
	dream	NoC	23	-	87.1	40
	tasks	NoC	9	-	327.7	40
	song	NoC	38	-	1.0	40
	countryside	NoC	33	-	12.7	40
	stress	NoC	23	-	86.2	40
	Lewis	NoP	15	-	198.4	40
	answered	Verb	19	-	127.9	40
	realise	Verb	30	-	23.4	40
	chief	NoC	17	-	168.0	40
	1976	Num	0	-	784.9	40
	shut	Verb	107	+	687.9	40
	subsequently	Adv	9	-	329.9	40
	gain	Verb	14	-	219.3	40
	radical	Adj	8	-	352.3	40
	facing	Verb	20	-	120.0	40
	helping	Verb	31	-	19.1	40
	recession	NoC	20	-	112.0	40
	sleep	NoC	35	-	4.9	40
	bottle	NoC	51	+	28.5	40
	leads	Verb	15	-	202.8	40
	manage	Verb	50	+	20.3	40
	clubs	NoC	20	-	112.8	40
	criteria	NoC	35	-	5.2	40
	efficiency	NoC	11	-	286.3	40
	outcome	NoC	12	-	253.5	40
	wished	Verb	11	-	278.7	40
	agents	NoC	17	-	159.0	40
	empire	NoC	7	-	396.4	40
	statutory	Adj	18	-	143.2	40
	Middlesbrough	NoP	3	-	579.2	40
	Welsh	Adj	18	-	148.5	40
	notion	NoC	9	-	325.4	40
	resistance	NoC	16	-	173.3	40
	mirror	NoC	19	-	121.9	40
	specialist	NoC	12	-	248.0	40
	threatened	Verb	11	-	280.1	40
	voluntary	Adj	34	-	8.0	40
	at once	Adv	8	-	348.9	40
	clause	NoC	9	-	328.8	39
	glad	Adj	51	+	26.9	39
	incident	NoC	17	-	158.7	39
	wear	Verb	78	+	264.8	39
	Belfast	NoP	8	-	356.9	39
	marked	Verb	15	-	196.3	39
	parish	NoC	38	-	0.7	39
	learning	Verb	24	-	63.6	39
	islands	NoC	5	-	450.8	39
	walk	NoC	33	-	11.1	39
	chest	NoC	26	-	51.8	39
	grant	NoC	34	-	7.2	39
	chancellor	NoC	14	-	208.4	39
	Taylor	NoP	10	-	313.0	39
	supporters	NoC	14	-	214.1	39
	competitive	Adj	16	-	177.2	39
	negotiations	NoC	14	-	207.9	39
	centuries	NoC	4	-	509.7	39
	lucky	Adj	57	+	65.2	39
	armed	Adj	14	-	203.6	39
	rapid	Adj	5	-	463.8	39
	options	NoC	24	-	62.5	39
	agencies	NoC	13	-	217.1	39
	global	Adj	8	-	342.4	39
	steel	NoC	20	-	112.5	39
	relating	Verb	15	-	186.0	39
	representation	NoC	14	-	202.5	39
	no doubt	Adv	18	-	130.1	39
	writers	NoC	7	-	393.1	39
	longer	Adj	38	-	0.4	39
	tired	Adj	48	+	16.9	39
	taught	Verb	28	-	31.4	39
	once  again	Adv	20	-	109.6	39
	missed	Verb	56	+	61.1	39
	gardens	NoC	14	-	197.4	39
	sensitive	Adj	13	-	231.1	39
	specifically	Adv	24	-	60.1	39
	examined	Verb	6	-	408.6	39
	images	NoC	6	-	407.8	39
	administrative	Adj	5	-	463.0	39
	drove	Verb	16	-	173.2	39
	leaves	NoC	14	-	202.0	39
	currency	NoC	4	-	521.9	39
	co-operation	NoC	4	-	486.6	39
	comments	NoC	62	+	103.5	39
	buying	Verb	59	+	82.9	39
	controlled	Verb	12	-	244.2	39
	roads	NoC	41	+	0.9	39
	stations	NoC	20	-	102.1	39
	gradually	Adv	18	-	128.8	39
	aimed	Verb	8	-	350.8	39
	rising	Verb	9	-	313.7	39
	secret	Adj	10	-	290.0	39
	200	Num	1	-	643.3	39
	emotional	Adj	11	-	260.6	39
	living	Adj	14	-	197.7	39
	mass	NoC	11	-	255.8	39
	awareness	NoC	8	-	335.0	39
	electricity	NoC	32	-	10.7	39
	initiative	NoC	17	-	147.7	39
	yards	NoC	20	-	106.3	39
	dressed	Verb	19	-	112.4	39
	false	Adj	16	-	164.6	39
	refer	Verb	32	-	11.4	39
	aside	Adv	12	-	244.9	39
	travel	Verb	22	-	81.8	39
	Cambridge	NoP	17	-	139.1	39
	expansion	NoC	12	-	231.6	39
	scientists	NoC	9	-	326.1	39
	Luke	NoP	7	-	373.9	39
	remarkable	Adj	8	-	346.2	39
	chain	NoC	21	-	91.8	39
	worker	NoC	18	-	135.3	39
	Frank	NoP	26	-	42.5	39
	parent	NoC	27	-	38.2	39
	healthy	Adj	13	-	207.3	38
	soldiers	NoC	11	-	251.6	38
	drama	NoC	11	-	275.1	38
	attached	Verb	17	-	138.8	38
	Elizabeth	NoP	16	-	168.8	38
	businesses	NoC	22	-	74.5	38
	shared	Verb	19	-	117.1	38
	convention	NoC	5	-	455.9	38
	intelligence	NoC	9	-	322.9	38
	fallen	Verb	18	-	127.4	38
	adequate	Adj	13	-	210.8	38
	comprehensive	Adj	10	-	286.3	38
	delivery	NoC	18	-	131.8	38
	weak	Adj	14	-	194.3	38
	Wednesday	NoP	95	+	525.5	38
	spending	NoC	23	-	66.8	38
	alternative	NoC	15	-	175.4	38
	pale	Adj	9	-	302.7	38
	acceptable	Adj	23	-	68.3	38
	creating	Verb	12	-	239.3	38
	arrival	NoC	3	-	515.3	38
	uses	Verb	22	-	76.6	38
	fighting	Verb	20	-	93.7	38
	1970s	Num	0	-	745.4	38
	mistake	NoC	32	-	10.8	38
	regime	NoC	8	-	330.8	38
	attend	Verb	18	-	119.0	38
	owned	Verb	16	-	149.5	38
	experienced	Verb	9	-	299.6	38
	connection	NoC	10	-	269.0	38
	inquiry	NoC	7	-	356.9	38
	handed	Verb	16	-	160.3	38
	recognise	Verb	24	-	59.4	38
	store	NoC	19	-	113.1	38
	mass	Adj	11	-	260.8	38
	communications	NoC	9	-	292.9	38
	reports	Verb	7	-	377.9	38
	motion	NoC	119	+	963.9	38
	instructions	NoC	19	-	111.7	38
	1975	Num	0	-	726.5	38
	ring	NoC	63	+	125.3	38
	cards	NoC	52	+	45.1	38
	hurt	Verb	38	+	0.0	38
	Adam	NoP	15	-	164.5	38
	eggs	NoC	34	-	3.5	38
	attended	Verb	11	-	243.4	38
	bird	NoC	22	-	72.7	38
	Lee	NoP	23	-	58.7	38
	darkness	NoC	4	-	461.8	38
	wooden	Adj	18	-	124.7	38
	surprising	Adj	16	-	156.2	37
	restaurant	NoC	15	-	171.3	37
	admit	Verb	38	+	0.1	37
	cat	NoC	56	+	71.9	37
	arrested	Verb	10	-	283.0	37
	command	NoC	8	-	344.2	37
	T / t	Lett	245	+	4186.5	37
	sons	NoC	13	-	203.4	37
	travel	NoC	22	-	73.6	37
	minority	NoC	9	-	287.2	37
	electronic	Adj	7	-	364.8	37
	literary	Adj	3	-	502.6	37
	philosophy	NoC	14	-	191.3	37
	sees	Verb	19	-	100.8	37
	outside	Adj	30	-	14.2	37
	corporation	NoC	11	-	249.4	37
	links	NoC	17	-	125.5	37
	flat	Adj	32	-	6.9	37
	essentially	Adv	28	-	23.1	37
	maximum	Adj	15	-	169.0	37
	championship	NoC	4	-	487.6	37
	precisely	Adv	17	-	138.2	37
	in addition to	Prep	10	-	265.4	37
	firm	Adj	11	-	235.2	37
	pub	NoC	46	+	17.5	37
	fixed	Adj	22	-	68.6	37
	solid	Adj	18	-	123.4	37
	skill	NoC	17	-	137.8	37
	enemy	NoC	6	-	385.9	37
	forgotten	Verb	42	+	4.5	37
	computers	NoC	26	-	36.0	37
	I / i	Lett	193	+	2743.6	37
	block	NoC	26	-	32.7	37
	prefer	Verb	35	-	0.8	37
	No.	NoC	0	-	729.9	37
	consequence	NoC	10	-	273.8	37
	charity	NoC	19	-	104.1	37
	insisted	Verb	5	-	443.5	37
	accompanied	Verb	2	-	587.0	37
	Margaret	NoP	45	+	15.1	37
	apart	Adv	18	-	116.8	37
	depend	Verb	16	-	139.2	37
	driving	Verb	50	+	35.7	37
	newspapers	NoC	20	-	91.4	37
	result	Verb	6	-	383.2	37
	mere	Adj	5	-	418.7	37
	everybody	Pron	267	+	4882.7	37
	scope	NoC	12	-	222.7	37
	churches	NoC	19	-	96.1	37
	visual	Adj	10	-	265.9	37
	Rome	NoP	5	-	436.1	37
	extension	NoC	20	-	88.0	37
	dna	NoC	0	-	711.2	37
	resolution	NoC	36	-	0.1	37
	survive	Verb	20	-	87.4	37
	wonder	Verb	124	+	1111.8	37
	uncle	NoC	23	-	59.1	37
	anger	NoC	4	-	446.4	37
	average	NoC	25	-	37.1	37
	Spanish	Adj	9	-	291.7	37
	directed	Verb	10	-	256.4	37
	experiences	NoC	13	-	192.2	37
	cheap	Adj	60	+	112.3	37
	rise	Verb	11	-	244.4	37
	pull	Verb	70	+	212.3	37
	keen	Adj	35	-	0.6	37
	brothers	NoC	29	-	15.5	37
	supreme	Adj	5	-	435.7	37
	partnership	NoC	18	-	114.9	37
	starts	Verb	60	+	113.8	37
	stairs	NoC	35	-	0.8	37
	films	NoC	20	-	91.0	37
	anywhere	Adv	79	+	331.8	37
	imposed	Verb	8	-	308.0	37
	gate	NoC	26	-	34.6	37
	copies	NoC	19	-	97.7	37
	derived	Verb	3	-	522.4	37
	guests	NoC	10	-	267.9	37
	licence	NoC	28	-	19.8	37
	core	NoC	11	-	241.3	37
	successfully	Adv	9	-	282.9	37
	panel	NoC	40	+	2.3	37
	in  favour  of	Prep	27	-	24.2	37
	bay	NoC	10	-	250.3	37
	duke	NoC	6	-	395.0	37
	paintings	NoC	4	-	473.3	36
	growing	Verb	24	-	43.1	36
	chemical	Adj	7	-	340.1	36
	continuing	Adj	10	-	262.9	36
	well	Adj	86	+	437.1	36
	thinks	Verb	62	+	134.2	36
	returning	Verb	6	-	385.3	36
	greatly	Adv	7	-	333.1	36
	suffer	Verb	21	-	68.3	36
	languages	NoC	9	-	277.1	36
	residents	NoC	20	-	78.1	36
	category	NoC	9	-	284.2	36
	occurs	Verb	7	-	334.6	36
	1974	Num	0	-	667.8	36
	taste	NoC	19	-	93.0	36
	categories	NoC	10	-	245.9	36
	pure	Adj	14	-	168.6	36
	supplied	Verb	9	-	277.4	36
	comparison	NoC	9	-	274.8	36
	wages	NoC	44	+	14.8	36
	findings	NoC	5	-	411.0	36
	behind	Adv	17	-	119.3	36
	Washington	NoP	7	-	354.8	36
	V / v	Prep	0	-	709.3	36
	tells	Verb	42	+	7.4	36
	French	NoC	21	-	68.5	36
	plane	NoC	19	-	87.3	36
	classical	Adj	4	-	458.0	36
	advanced	Adj	6	-	363.4	36
	yours	Pron	97	+	623.7	36
	wet	Adj	33	-	2.3	36
	complete	Verb	17	-	111.9	36
	round	NoC	24	-	42.5	36
	fans	NoC	11	-	230.9	36
	lots	Pron	126	+	1190.1	36
	fill	Verb	62	+	137.1	36
	Nigel	NoP	17	-	123.8	36
	tower	NoC	13	-	182.9	36
	changing	Verb	38	+	0.8	36
	introduce	Verb	27	-	25.3	36
	losing	Verb	27	-	22.6	36
	genuine	Adj	11	-	222.8	36
	retirement	NoC	19	-	89.5	36
	tension	NoC	7	-	334.3	36
	gap	NoC	22	-	58.8	36
	worried	Adj	54	+	69.8	36
	affair	NoC	9	-	280.0	36
	respond	Verb	30	-	9.1	36
	sugar	NoC	39	+	2.6	36
	fifteen	Num	207	+	3222.3	36
	defendant	NoC	10	-	247.2	36
	collected	Verb	13	-	183.5	36
	politicians	NoC	11	-	215.6	36
	advance	NoC	42	+	9.9	36
	replace	Verb	20	-	80.9	36
	furniture	NoC	33	-	1.7	36
	pocket	NoC	33	-	1.8	36
	personnel	NoC	12	-	194.0	36
	fifty	Num	519	+	13755.2	36
	arise	Verb	10	-	257.1	36
	respectively	Adv	2	-	531.0	36
	sleep	Verb	45	+	22.2	36
	Williams	NoP	7	-	321.9	36
	dealt	Verb	29	-	10.5	36
	module	NoC	3	-	499.7	36
	gun	NoC	29	-	13.7	36
	socialist	Adj	7	-	340.0	36
	dear	Adj	41	+	7.1	36
	circle	NoC	19	-	85.0	36
	judgment	NoC	7	-	333.4	36
	across	Adv	29	-	11.4	36
	promotion	NoC	13	-	186.1	36
	MP	NoC	1	-	622.2	36
	consumption	NoC	7	-	332.7	36
	written	Adj	13	-	170.7	35
	metres	NoC	21	-	65.4	35
	expectations	NoC	11	-	215.3	35
	disappeared	Verb	11	-	215.3	35
	Commons	NoP	10	-	237.5	35
	widespread	Adj	7	-	337.3	35
	meat	NoC	41	+	7.4	35
	faces	NoC	11	-	228.1	35
	catholic	Adj	6	-	362.7	35
	Gloucester	NoP	6	-	349.4	35
	abuse	NoC	18	-	96.0	35
	represents	Verb	16	-	132.7	35
	database	NoC	22	-	54.3	35
	Oct.	NoP	0	-	693.8	35
	numerous	Adj	6	-	358.2	35
	fitted	Verb	14	-	164.8	35
	discover	Verb	10	-	247.4	35
	mail	NoC	16	-	127.5	35
	estimated	Verb	7	-	325.6	35
